station,catchment,district,latitude,longitude,Koppen,Thorntwaite
JHUNJHUNU,403,JHUNJHUNU,28.008,75.023,Aw,DA'w
CHIRAWA,403,JHUNJHUNU,28.014,75.039,Aw,DA'w
KHETRI,403,JHUNJHUNU,28,75.048,Aw,DA'w
UDAIPURWATI,403,JHUNJHUNU,27.043,75.029,Aw,DA'w
PILANI (A),403,JHUNJHUNU,28.021,75.036,Bshw,DA'w
BHARATPUR,403,BHARATPUR,27.03,77,Cwq,DA'w
DEEG,403,BHARATPUR,27.08,77,Cwq,DA'w
KAMAN,403,BHARATPUR,27.09,77.06,Cwq,DA'w
KUMBHER,403,BHARATPUR,27.09,77.02,Cwq,DA'w
NAGAR,403,BHARATPUR,27.06,77.05,Cwq,DA'w
PAHARI,403,BHARATPUR,27.02,77,Cwq,DA'w
RUPWAS,403,BHARATPUR,27,77.05,Cwq,DA'w
WEIR,403,BHARATPUR,27.01,77,Cwq,DA'w
SEWAR BUNDH *,403,BHARATPUR,27.05,77,Cwq,DA'w
HINGOTA*,403,BHARATPUR,27.07,77.02,Cwq,DA'w
UCHAIN*,403,BHARATPUR,27.06,77.09,Cwq,DA'w
HALENA*,403,BHARATPUR,27.07,77.07,Cwq,DA'w
MOTIJHEEL*,403,BHARATPUR,27.04,77,Cwq,DA'w
HINGOTA *,403,BHARATPUR,27.007,77.002,Cwq,DA'w
NAGAUR,600,NAGAUR,27.012,74.045,Bshw,DA'w
DIDWANA,600,NAGAUR,27.024,74.035,Bshw,DA'w
PARBATSAR,600,NAGAUR,26.053,74.035,Bshw,DA'w
MERTA CITY,108,NAGAUR,26.038,74.002,Bshw,DA'w
NAWA,600,NAGAUR,27.001,75,Bshw,DA'w
JAYAL,600,NAGAUR,27.013,74.012,Bshw,DA'w
DEGANA,600,NAGAUR,26.054,74.02,Bshw,DA'w
LADNU,600,NAGAUR,27.038,74.023,Bshw,DA'w
SIKAR,600,SIKAR,27.037,75.009,Bshw,DA'w
NEEM KA THANA,403,SIKAR,27.044,75.047,Bshw,DA'w
DANTA RAMGARH,600,SIKAR,27.015,75.012,Bshw,DA'w
SRIMADHOPUR,600,SIKAR,27.028,75.036,Bshw,DA'w
FATEHPUR,600,SIKAR,27.059,74.058,Bshw,DA'w
LAXMANGARH,600,SIKAR,27.049,75.002,Bshw,DA'w
RAMGARH,600,SIKAR,27.015,75.01,Bshw,DA'w
SIKAR (A),600,SIKAR,27.037,75.008,Bshw,DA'w
JODHPUR,108,JODHPUR,26.018,73.002,Bshw,DA'w
BILARA,108,JODHPUR,26.011,73.042,Bshw,DA'w
SHERGARH,108,JODHPUR,26.02,72.018,Bshw,DA'w
OSIAN,108,JODHPUR,26.043,72.055,Bshw,DA'w
PHALODI,600,JODHPUR,27.008,72.022,Bshw,EA'd
JODHPUR (A),108,JODHPUR,26.018,73.001,Bshw,DA'w
BASWA,406,DAUSA,27.09,76.05,Cwq,DA'w
DAUSA,406,DAUSA,26.04,76,Cwq,DA'w
LALSOT,406,DAUSA,26.03,76,Cwq,DA'w
MAHUWA,406,DAUSA,27.03,76.05,Cwq,DA'w
SIKRAI,406,DAUSA,26.05,76.02,Cwq,DA'w
SENTHAL SAGAR *,406,DAUSA,27.06,76,Cwq,DA'w
MOREL DAM*,406,DAUSA,26.07,76.02,Cwq,DA'w
KISHANGANJ,405,BARAN,26.006,76.039,Cwq,DA'w
MANDAL,406,BHILWARA,25.09,74.05,Cwq,DA'w
SHAHPURA,406,BHILWARA,25.07,74.06,Cwq,DA'w
ARWAR DAM *,406,BHILWARA,25.08,74.09,Cwq,DA'w
KOTHARI DAM *,406,BHILWARA,25.08,75,Cwq,DA'w
AJMER,108,AJMER,26.027,74.037,Bshw,DA'w
ARAIN,406,AJMER,26.027,75.003,Cwq,DA'w
BHINAI,406,AJMER,26.004,74.046,Bshw,DA'w
GOELA,406,AJMER,26.007,74.057,Bshw,DA'w
KISHANGARH,406,AJMER,26.034,74.051,Bshw,DA'w
MANGALIAWAS,108,AJMER,26.017,74.037,Bshw,DA'w
NASIRABAD,406,AJMER,26.017,74.044,Bshw,DA'w
PISANGAN,108,AJMER,26.024,74.023,Bshw,DA'w
PUSHKAR,108,AJMER,26.03,74.033,Bshw,DA'w
SAWAR,406,AJMER,26.004,75.001,Cwq,DA'w
SRINAGAR,406,AJMER,26.026,74.04,Bshw,DA'w
JAWAJA,108,AJMER,25.07,74.03,Cwq,DA'w
KEKRI,406,AJMER,25.08,75.09,Cwq,DA'w
BEAWAR,108,AJMER,26.06,74.09,Bshw,DA'w
MALPURA,406,TONK,26.017,75.023,Cwq,DA'w
NIWAI,406,TONK,26.021,75.055,Cwq,DA'w
TODARAISINGH,406,TONK,26.002,75.029,Cwq,DA'w
TONK,406,TONK,26.01,75.048,Cwq,DA'w
MASHI TANK *,406,TONK,26.011,75.045,Cwq,DA'w
TORDI SAGAR *,406,TONK,26.012,75.025,Cwq,DA'w
TONK (A),406,TONK,26.01,75.045,Cwq,DA'w
CHOHTAN,108,BARMER,25.09,71.04,Bshw,DA'w
SHEO,108,BARMER,26.01,71.05,Bshw,EA'd
SIWANA,108,BARMER,25.09,72.05,Bshw,DA'w
BIKANER,600,BIKANER,28.01,73.08,Bwhw,DB'w
LUNKARANSAR,600,BIKANER,28,73.05,Bwhw,DB'w
MAGRA ( KOT.),600,BIKANER,28.01,73,Bwhw,DB'w
SURPURA ( NOKHA ),600,BIKANER,27.05,73.09,Bshw,DA'w
DUNGARGARH,600,BIKANER,28.04,74,Bwhw,DB'w
PUNGAL,600,BIKANER,27.01,73.05,Bshw,DA'w
JAITARAN,108,PALI,26.012,73.057,Bshw,DA'w
RAIPUR,108,PALI,26.003,74.002,Bshw,DA'w
BAR *,108,PALI,26.005,74.005,Bshw,DA'w
GIRINANDA *,108,PALI,26.017,74.012,Bshw,DA'w
SARDARSAMAND *,108,PALI,26.001,73.023,Bshw,DA'w
CHOPRA *,108,PALI,26.003,73.025,Bshw,DA'w
KAROLI,406,KAROLI,26.03,76.001,Cwq,DA'w
SAPOTARA,406,KAROLI,26.017,76.045,Cwq,DA'w
TODABHIM,406,KAROLI,26.055,76.049,Cwq,DA'w
NADOTI,406,KAROLI,26.043,76.044,Cwq,DA'w
SRI MAHAVEERJI*,406,KAROLI,26.042,76.055,Cwq,DA'w
KALISIL*,406,KAROLI,26.017,76.046,Cwq,DA'w
KELADEVI*,406,KAROLI,26.02,76.055,Cwq,DA'w
KHANDAR,406,SAWAI MADHO,26.001,76.037,Cwq,DA'w
GANGAPUR CITY,406,SAWAI MADHO,26.029,76.044,Cwq,DA'w
BAMANWAS,406,Sawaimadhopur,26.03,76.035,Cwq,DA'w
BONLI,406,Sawaimadhopur,26.02,76.014,Cwq,DA'w
MORANSAGAR *,406,Sawaimadhopur,26.041,76.033,Cwq,DA'w
DHEEL BUND *,405,Sawaimadhopur,26.012,76.008,Cwq,DA'w
AMBER,406,JAIPUR,26.059,75.052,Cwq,DA'w
BAIRATH,403,JAIPUR,27.027,76.011,Cwq,DA'w
BASSI,406,JAIPUR,26.05,76.004,Cwq,DA'w
CHAKSU,406,JAIPUR,26.036,75.057,Cwq,DA'w
CHOMU,600,JAIPUR,27.01,75.043,Bshw,DA'w
DUDU ( MOZMABAD ),406,JAIPUR,26.041,75.014,Cwq,DA'w
JAIPUR,406,JAIPUR,26.055,76.05,Cwq,DA'w
JAMWA RAMGARH,403,JAIPUR,27.004,76.002,Cwq,DA'w
KOTPUTLI,403,JAIPUR,27.043,76.013,Cwq,DA'w
NARAINA,406,JAIPUR,26.048,75.013,Cwq,DA'w
PAOTA,403,JAIPUR,26.052,76.056,Cwq,DA'w
PHAGI,406,JAIPUR,26.035,75.034,Cwq,DA'w
PHULERA,406,JAIPUR,26.045,75.014,Cwq,DA'w
SAMBHAR,600,JAIPUR,26.055,75.011,Cwq,DA'w
SANGANER,406,JAIPUR,26.048,75.047,Cwq,DA'w
KANOTA*,406,JAIPUR,26.053,75.057,Cwq,DA'w
RAMGARH DAM*,406,JAIPUR,27.002,76.002,Cwq,DA'w
CHAPPARWARA*,406,JAIPUR,26.037,75.015,Cwq,DA'w
SAMOD,406,JAIPUR,27.01,75.045,Bshw,DA'w
JAIPUR*,406,JAIPUR,26.05,75,Cwq,DA'w
JAIPUR AD. ( A ),406,JAIPUR,26.049,75.048,Cwq,DA'w
JOBNER AGRO,600,JAIPUR,27,75.005,Bshw,DA'w
JAIPUR (A),406,JAIPUR,26.04,75.08,Cwq,DA'w
JAIPUR ( AD.),406,JAIPUR,26.09,75.08,Cwq,DA'w
J.RAMGARH,403,JAIPUR,27,76,Cwq,DA'w
GANGANAGAR (A),202,GANGANAGAR,29.055,73.053,Bwhw,DB'w
KARANPUR,202,GANGANAGAR,29.035,74.019,Bwhw,DB'w
PADAMPUR,202,GANGANAGAR,29.041,73.037,Bwhw,DB'w
RAISINGH NAGAR,202,GANGANAGAR,29.032,73.027,Bwhw,DB'w
ANUPGARH,202,GANGANAGAR,29.012,73.014,Bwhw,DB'w
SURATGARH,202,GANGANAGAR,29.019,73.045,Bwhw,DB'w
NOHAR,202,GANGANAGAR,29.011,74.046,Bwhw,DB'w
BHADRA,202,GANGANAGAR,29.008,75.01,Bwhw,DB'w
SADULSHAHAR,202,GANGANAGAR,29.054,73.01,Bwhw,DB'w
SANGARIA,202,GANGANAGAR,29.05,74.027,Bwhw,DB'w
TIBI,202,GANGANAGAR,29.032,74.03,Bwhw,DB'w
NETAWALI *,202,GANGANAGAR,29.05,73.055,Bwhw,DB'w
CHUNABAD *,202,GANGANAGAR,29.056,73.046,Bwhw,DB'w
SULEMANKI *,202,GANGANAGAR,29.045,73.043,Bwhw,DB'w
FAQIRWALI *,202,GANGANAGAR,29.037,73.043,Bwhw,DB'w
JETSARÂ ,202,GANGANAGAR,29.021,73.04,Bwhw,DB'w
RAMSINGHPUR *,202,GANGANAGAR,29.012,73.023,Bwhw,DB'w
SHRI VIJAY NAGAR *,202,GANGANAGAR,29.015,73.032,Bwhw,DB'w
DABLA *,202,GANGANAGAR,29.03,73.038,Bwhw,DB'w
GAJSINGPUR *,202,GANGANAGAR,29.039,73.028,Bwhw,DB'w
KESRISINGH *,202,GANGANAGAR,29.056,73.038,Bwhw,DB'w
PABUSAR *,202,GANGANAGAR,29.045,73.029,Bwhw,DB'w
SUREWALA *,202,GANGANAGAR,29.036,74.034,Bwhw,DB'w
GUDIA *,202,GANGANAGAR,29.049,74.032,Bwhw,DB'w
PUCCASARNAR *,202,GANGANAGAR,29.041,74.01,Bwhw,DB'w
SUNDERPURA *,202,GANGANAGAR,29.031,73.05,Bwhw,DB'w
DHABAN *,202,GANGANAGAR,29.054,74.031,Bwhw,DB'w
KHAT *,202,GANGANAGAR,29.005,73.02,Bwhw,DB'w
Â PILIBANGAN *,202,GANGANAGAR,29.027,74.004,Bwhw,DB'w
KARNISAR *,202,GANGANAGAR,29.023,73.053,Bwhw,DB'w
CHHANI *,202,GANGANAGAR,29.013,75.02,Bwhw,DB'w
RAMGARH *,202,GANGANAGAR,29.013,74.058,Bwhw,DB'w
PHEPHANA *,202,GANGANAGAR,29.021,74.054,Bwhw,DB'w
Â T.A.SINGH *,202,GANGANAGAR,29.01,73.015,Bwhw,DB'w
DHOLAPANI *,202,GANGANAGAR,29.045,74.016,Bwhw,DB'w
CHHANI,202,GANGANAGAR,29.015,73.022,Bwhw,DB'w
CHURU,600,CHURU,28.08,74.08,Bshw,DB'w
RAJGARH,600,CHURU,28.08,75.03,Bshw,DB'w
RATANGARH,600,CHURU,28.05,74.07,Bshw,DB'w
SARDARSHAHAR,600,CHURU,28.06,74.09,Bshw,DB'w
SUJANGARH,600,CHURU,27.02,74.09,Bshw,DA'w
TARANAGAR,600,CHURU,28,75.02,Bshw,DB'w
FATEHGARH,600,JAISALMER,26.03,71.011,Bshw,EA'd
POKARAN,600,JAISALMER,26.056,71.055,Bshw,EA'd
NOKH,600,JAISALMER,27.034,72.016,Bwhw,EA'd
MANSAROWAR *,406,Sawaimadhopur,26.02,76.027,Cwq,DA'w
DUBBI-BANAS *,406,Sawaimadhopur,26.012,76.055,Cwq,DA'w
BIRAN *,108,JODHPUR,26.037,73.02,Bshw,DA'w
JASWANT SAGARÂ Â *,108,JODHPUR,26.013,73.041,Bshw,DA'w
ALWAR,403,ALWAR,27.04,76.06,Cwq,DA'w
BANSUR,403,ALWAR,27.02,76.01,Cwq,DA'w
BEHROD,403,ALWAR,27.03,76.07,Cwq,DA'w
GOVINDGARH,403,ALWAR,27,77,Cwq,DA'w
KATHUMBAR,403,ALWAR,27,77.03,Cwq,DA'w
KISHANGARH BAS,403,ALWAR,27.09,76.03,Cwq,DA'w
MALAKHERA,403,ALWAR,27.03,76.08,Cwq,DA'w
MUNDAWAR,403,ALWAR,27.02,76.03,Cwq,DA'w
THANAGAJI,403,ALWAR,27.04,76.09,Cwq,DA'w
JAISAMAND *,403,ALWAR ,27.029,76.03,Cwq,DA'w
MAGALSAR *,403,ALWAR ,27.014,76.02,Cwq,DA'w
NAGAUR (A),600,NAGAUR,27.01,73.04,Bshw,DA'w
BUNDI,405,BUNDI,25.07,75.08,Cwq,DA'w
KESHORAIPATAN,405,BUNDI,25.08,75.07,Cwq,DA'w
TALERA,405,BUNDI,25.09,75.04,Cwq,DA'w
INDERGARH,405,BUNDI,25.07,76.1,Cwq,DA'w
BARINGAN,202,GANGANAGAR,29.049,73.031,Bwhw,DB'w
KESRISINGHPUR,202,GANGANAGAR,29.057,73.037,Bwhw,DB'w
MANAKSAR,202,GANGANAGAR,29.04,74.022,Bwhw,DB'w
PACCASARNA,202,GANGANAGAR,29.041,74.001,Bwhw,DB'w
RAMSINGHPUR,202,GANGANAGAR,29.012,73.008,Bwhw,DB'w
SUREWALA,202,GANGANAGAR,29.026,74.034,Bwhw,DB'w
GARHI,105,BANSWARA,23.06,74.08,,CA'w
BARI,403,DHOLPUR,26.039,77.036,,DA'w
DHOLPUR,403,DHOLPUR,26.042,77.053,,DA'w
JASWANTPURA,108,JALORE,24.048,72.028,,DA'w
PINDWARA,107,SIROHI,24.047,73.003,,DA'w
SABLA,105,DUNGARPUR,23.051,74.01,,CA'w
NATHDWARA,105,UDAIPUR,24.006,74.028,,CA'w
TALABSHAHI*,403,DHOLPUR,26.031,77.022,,DA'w
VALLABH NAGAR,406,UDAIPUR,24.052,74,,CA'w
JAISALMER,600,JAISALMER,26.055,70.055,,EA'd
RAJSAMAND,106,UDAIPUR,24.055,73.05,,DA'w
DEOGARH,106,UDAIPUR,25.034,73.058,,DA'w
GOGUNDA,106,UDAIPUR,24.004,73.053,,DA'w
SHAHBAD,407,BARAN,25.015,77.008,,CA'w
KUMBHALGARH,106,UDAIPUR,25.019,73.056,,DA'w
SAM,600,JAISALMER,26.05,70.03,,EA'd
REODHAR,107,SIROHI,24.038,72.032,,DA'w
BEGUN,404,CHITTORGARH,24.059,75.008,,CA'w
SANGOD,405,BARAN,24.056,76.017,,CA'w
KHERWARA,106,UDAIPUR,25.045,74.005,,DA'w
LOHARIA,105,BANSWARA,23.06,74.04,,CA'w
SAGWARA,105,DUNGARPUR,23.041,74.002,,CA'w
SEPAU,403,DHOLPUR,26.049,77.045,,DA'w
ABU ROAD,107,SIROHI,24.029,72.048,,DA'w
KANBA,105,DUNGARPUR,23.049,73.033,,CA'w
TIJARA,403,ALWAR,27.07,76.01,,DA'w
MAVLI,106,UDAIPUR,24.035,73.042,,DA'w
GEGAL,406,AJMER,26.04,75.01,,DA'w
AMET,105,UDAIPUR,23.059,73.036,,CA'w
MASUDA,108,AJMER,26.07,74.07,,DA'w
NITHAWA,105,DUNGARPUR,23.055,74.018,,CA'w
NEEMRANA,403,ALWAR,28,76.03,,DA'w
SANCHORE,108,JALORE,24.045,71.046,,DA'w
CHHABRA,405,BARAN,24.04,76.051,,CA'w
MOUNT ABU,107,SIROHI,24.06,72.043,,DA'w
ATRU,405,BARAN,24.052,76.04,,CA'w
NADBAI,403,BHARATPUR,27.03,77,,DA'w
JHADOL,106,UDAIPUR,24.024,73.028,,CA'w
GANESHPUR,105,DUNGARPUR,23.057,73.054,,CA'w
GANGANAGAR,202,GANGANAGAR,29.055,73.053,,DB'w
TAPUKARA,403,ALWAR,28.03,76.01,,DB'w
KUSHALGARH,105,BANSWARA,23.02,74.07,,CA'w
BHUNGRA,105,BANSWARA,23.01,74.01,,CA'w
BHAINSRODGARH,404,CHITTORGARH,24.058,75.032,,CA'w
GALIAKOT,105,DUNGARPUR,23.031,74,,CA'w
DHARIAWAD,105,UDAIPUR,24.006,74.028,,CA'w
SIROHI,107,SIROHI,24.053,72.052,,DA'w
CHIKHALI,105,DUNGARPUR,23.05,74.006,,CA'w
AJAN BUNDH *,403,BHARATPUR,27.09,77.02,,DA'w
ASPUR,105,DUNGARPUR,23.058,74.004,,CA'w
KOTKASIM,403,ALWAR,28.02,76.03,,DB'w
RAMGANJMANDI,405,KOTA,24.038,75.056,,CA'w
CHHIPABAROD,405,BARAN,24.037,76.042,,CA'w
DUNGLA,406,CHITTORGARH,24.031,74.02,,CA'w
UDAIPUR ( GIRWA ),106,UDAIPUR,24.035,73.042,,CA'w
BAYANA,403,BHARATPUR,26.04,77.07,,DA'w
DHAMBOLA,106,DUNGARPUR,23.036,73.046,,CA'w
JAGPURA,105,BANSWARA,23.02,74.01,,CA'w
HANUMANGARH,202,GANGANAGAR,29.035,74.019,,DB'w
BASERI,403,DHOLPUR,26.045,77.032,,DA'w
ARTHUNA,105,BANSWARA,23,74.05,,CA'w
BHIM,406,UDAIPUR,24.052,74,,CA'w
DEWAL,105,DUNGARPUR,23.052,73.047,,CA'w
HINDON,406,KAROLI,26.043,77.001,,DA'w
SIRMATHURA,403,DHOLPUR,26.031,77.022,,DA'w
DIGOD,405,KOTA,25.008,76.005,,DA'w
KOTRA,406,UDAIPUR,24.047,73.059,,CA'w
GHATOL,105,BANSWARA,23.05,74.05,,CA'w
DANPUR,105,BANSWARA,23.01,74.03,,CA'w
BANSWARA,105,BANSWARA,23.03,74.07,,CA'w
SAWAI MADHOPUR,405,SAWAI MADHO,25.059,76.022,,DA'w
SARARA,106,UDAIPUR,24.022,73.01,,CA'w
RAJAKHERA,403,DHOLPUR,26.054,78.011,,DA'w
DUNGARPUR,105,DUNGARPUR,23.051,73.043,,CA'w
ARNOD ( HOSPITAL ),105,PRATAPGARH,23.053,74.075,,CA'w
SAJJANGARH,105,BANSWARA,23.05,74.05,,CA'w
ALIGARH,406,TONK,26.01,75.048,,DA'w
RAILMAGRA,406,UDAIPUR,24.047,73.059,,CA'w
SALLOPAT,105,BANSWARA,23.05,74.06,,CA'w
KAPASAN,406,CHITTORGARH,24.03,74.09,,CA'w
LADPURA ( KOTA ),405,KOTA,24.053,75.057,,CA'w
CHOTH KA BRWADA,405,SAWAIMADHOPUR,25.962,76.404,,DA'w
PIPAL KHUNT,105,PRATAPGARH,23.047,74.045,,CA'w
MANDANA,105,KOTA,24.942,75.94,,DA'w
BHOPALGARH,105,JODHPUR,26.645,73.49,,DA'w
MALARANA DUNGAR,405,SAWAIMADHOPUR,26.289,76.466,,DA'w
NAGAR FORT,405,TONK,25.898,75.828,,DA'w
VENJA,405,DUNGARPUR,23.686,73.701,,CA'w
PEEPLU,406,TONK,26.017,75.044,,DA'w
JAHAJPUR,406,BHILWARA,25.036,75.017,,DA'w
BALI,108,PALI,25.011,73.017,,DA'w
MANDALGARH,406,BHILWARA,25.013,75.006,,DA'w
ASIND,406,BHILWARA,25.044,74.02,,DA'w
AHORE,108,JALORE,25.02,72.045,,DA'w
CHITTORGARH,406,CHITTORGARH,24.053,74.038,,CA'w
KHARCHI( MARWAR J.),108,PALI,25.04,73.035,,DA'w
KOTRI,406,BHILWARA,25.025,74.054,,DA'w
HURDA,406,BHILWARA,25.055,74.041,,DA'w
BHINMAL,108,JALORE,25.001,72.016,,DA'w
PACHPADRA,108,BARMER,25.056,72.016,,DA'w
SALUMBER,105,UDAIPUR,24.008,74.003,,CA'w
PRATAPGARH,105,PRATAPGARH,24.003,74.047,,CA'w
MANGROL,105,BARAN,25.02,76.031,,DA'w
NIMBAHERA,406,CHITTORGARH,24.037,74.042,,CA'w
SARWAR,406,AJMER,25.045,75.013,,DA'w
SAHADA,406,BHILWARA,25.011,74.014,,DA'w
BHOPALSAGAR,105,CHITTORGARH,24.045,74.011,,DA'w
BARISADARI,406,CHITTORGARH,24.025,74.029,,CA'w
DESURI,108,PALI,25.017,73.033,,DA'w
BANERA,406,BHILWARA,25.03,74.04,,DA'w
DEOLI,406,TONK,25.052,75.036,,DA'w
INDARGARH,405,BUNDI,25.043,76.012,,DA'w
GANGRAR,406,CHITTORGARH,25.003,74.037,,DA'w
HINDOLI,405,BUNDI,25.035,75.03,,DA'w
PALI,108,PALI,25.047,73.02,,DA'w
TATGARH,108,AJMER,25.041,73.058,,DA'w
ANTAH,108,BARAN,25.009,76.018,,DA'w
BHADESAR,406,CHITTORGARH,24.041,74.03,,CA'w
SOJAT,108,PALI,25.056,73.04,,DA'w
PIPALDA,405,KOTA,25.005,76.025,,DA'w
RASHMI,406,CHITTORGARH,25.04,74.021,,DA'w
CHHOTISADRI,105,PRATAPGARH,24.023,74.042,,CA'w
NAINWA,405,BUNDI,25.046,75.051,,DA'w
SHEOGANJ,108,SIROHI,25.007,73.004,,DA'w
BARMER,108,BARMER,25.045,71.024,,DA'w
BARAN,108,BARAN,25.106,76.502,,CA'w
BIJOLIA,406,BHILWARA,25.011,75.022,,DA'w
VIJAYNAGAR,406,AJMER,25.055,74.035,,DA'w
BHILWARA,406,BHILWARA,25.021,74.038,,DA'w
JALORE,108,JALORE,25.021,72.037,,DA'w
